comment,text_clean,sentiment,label_encoded
"KPK HARUS BERANI USUT KASUS INI,RAKYAT MENDUKUNG KPK✍️",kpk harus berani usut kasus ini rakyat mendukung kpk,negative,0
"KPK bubarkan saja gak bermanfaat, menghabiskan uang negara untuk menggaji !
Setahun satu kasus saja gak selesai , apa ujung dari kasus haji ??",kpk bubarkan saja tidak bermanfaat menghabiskan uang negara untuk menggaji setahun satu kasus saja tidak selesai apa ujung dari kasus haji,negative,0
"510 T  klo dibagi ke masyarakat miskin, maka masing2 mendapat 21.250.000
So ga ada lagi masyarakat miskin",  t kalau dibagi ke masyarakat miskin maka masing  mendapat       so tidak ada lagi masyarakat miskin,negative,0
Usut tuntas ..klo jokowi terlibat...hukum harus ditegakkan,usut tuntas kalau jokowi terlibat hukum harus ditegakkan,negative,0
"Bowo.....hati2 jika kamu yg bertanggung jwb mslh whoosh ini..brarti kamu melindungi smua yg korup dsitu...
konsekwensinya istana hrs siap mndapat gelombang ombak yg sngat dasyat dr rakyat utk ditnggelamkan..",bowo hati  jika kamu yang bertanggung jwb mslh whoosh ini brarti kamu melindungi smua yang korup dsitu konsekwensinya istana hrs siap mndapat gelombang ombak yang sngat dasyat dari rakyat untuk ditnggelamkan,negative,0
Kalau berita ini benar semoga para koruptor sadar bahwa harta hasil korupsi kelak bakal menjadi adzab di akhirat yg sangat mengerikan.,kalau berita ini benar semoga para koruptor sadar bahwa harta hasil korupsi kelak bakal menjadi adzab di akhirat yang sangat mengerikan,negative,0
Sayang sekarang bapak saya bapak Prabowo pasang badan.   ....buat mulyono.dan termul nya .,sayang sekarang bapak saya bapak prabowo pasang badan buat mulyono dan termul nya,negative,0
Setuju dg Ubedilah,setuju dengan ubedilah,neutral,1
"BUKTIKAN AJA DULU DI PENGADILAN ...KALO CUMA FREMING BUAT 2029 ngak ada bedanya sama ROY CS ,,,😀😀😀",buktikan saja dulu di pengadilan kalau cuma freming buat   ngak ada bedanya sama roy cs,neutral,1
Kpk lambat lembek  .kpk dulu produk solo undabg2 ud di kerdilkan......kecuali pemimpin yg berani takutnya di bawak ke politik,kpk lambat lembek kpk dulu produk solo undabg  ud di kerdilkan kecuali pemimpin yang berani takutnya di bawak ke politik,negative,0
Masih percaya dengan KPK???👈👈👈👈👈👈👈,masih percaya dengan kpk,negative,0
Jangan² IKN yg jadi jaminan.,jangan  ikn yang jadi jaminan,neutral,1
"Bayangkan uang itu jika dibangun rumah setara btn untuk rakyat,tdk ada lagi rakyat yg tinggal dirumh kumuh,sungguh mereka itu biadab.tankap mereka sita semua harta mereka untuk rakyat.",bayangkan uang itu jika dibangun rumah setara btn untuk rakyat tidak ada lagi rakyat yang tinggal dirumh kumuh sungguh mereka itu biadab tankap mereka sita semua harta mereka untuk rakyat,negative,0
"Mau sampai 100tahun kedepaan pun selahi hukum mati tidak di adakan di negri ini,,,jelasss para korup akan terus merajalela dan gak bakalan makmur kita sebagai rakyat indonesia...",mau sampai  tahun kedepaan pun selahi hukum mati tidak di adakan di negri ini jelass para korup akan terus merajalela dan tidak bakalan makmur kita sebagai rakyat indonesia,negative,0
Orang gak ada yg beres semuaaa paraaah,orang tidak ada yang beres semuaa paraah,negative,0
"DARI YANG KERE-KERE HORE PINGGIR KALI JADI KORUPTOR NOMOR 3 DI DUNIA, PRESTASI YANG PATUT DIBANGGA-BANGGAKAN TERMUL",dari yang kere kere hore pinggir kali jadi koruptor nomor   di dunia prestasi yang patut dibangga banggakan termul,negative,0
Mesti di save ini kata2 nya kalau tidak benar mesti di hukum gantung biar gak asal2an berbicara yg tdk benar.. jgn buat demokrasi kebablasan.. tapi kalau betul itu kejadian pelaku korupsi hukum mati. Ada yg sepakat???,mesti di save ini kata  nya kalau tidak benar mesti di hukum gantung biar tidak asal an berbicara yang tidak benar jgn buat demokrasi kebablasan tapi kalau betul itu kejadian pelaku korupsi hukum mati ada yang sepakat,neutral,1
"Turunkan Prabowo, usut tuntas Jokowi dan kroni. Masalah Selesai!!❤",turunkan prabowo usut tuntas jokowi dan kroni masalah selesai,negative,0
usut tuntas tangkap koroptor tarik dananya tegakkan hukum yg berkeadilan.,usut tuntas tangkap koroptor tarik dananya tegakkan hukum yang berkeadilan,negative,0
Pak Ubedilah cocok jadi  capres/ cawapres ..,pak ubedilah cocok jadi capres cawapres,neutral,1
Preseden gagal banyak koropsi,preseden gagal banyak koropsi,negative,0
"Cara kerja prabowo langkahnya di miripkan sama disiplin dan cara jebakan militer, itu yg selalu melekat flm pikiran prabowo tapi rakyat sulit menikmati ekonomi kalau cara itu di terapkan karena L A M B A T",cara kerja prabowo langkahnya di miripkan sama disiplin dan cara jebakan militer itu yang selalu melekat flm pikiran prabowo tapi rakyat sulit menikmati ekonomi kalau cara itu di terapkan karena l a m b a t,neutral,1
Pantesan dicap occrp,pantesan dicap occrp,negative,0
Bener emang negara ini banyak maling amburadul semua,bener emang negara ini banyak maling amburadul semua,negative,0
"Yg lgi ngomong,cari panggung. Nggak kebagian jabatan.",yang lgi ngomong cari panggung tidak kebagian jabatan,neutral,1
"JANGAN CUMA ASUMSI2 PRIBADI...
AYOOOO KASIH BUKTI2 AWAL",jangan cuma asumsi  pribadi ayoo kasih bukti  awal,neutral,1
"Ini HARUS SEGERA DI PERIKSA, JOKOWI HARUS SEGERA DIPERIKSA AKAN KETERANGAN ATAS KASUS INI DAN BEBERAPA KASUS LAIN YANG TELAH MENYEBUTKAN NAMANYA KARENA MENYANGKUT BANGSA DAN NEGARA.

KASUS IJAZAHNYA SAJA DIA TELAH MERUSAK KREDIBILITAS SEMUA BIDANG.

SEBAIKNYA DALAM MENYELESAIKAN PERMASALAHANNYA JANGAN MELIHAT HISTORY SIAPA DIA TAPI DAMPAK KERUSAKAN DARI PERMASALAHANNYA.

DARI KASUS DIA BISA DIAMBIL PATOKAN JIKA INI TIDAK DI PROSES BERARTI NEGARA KITA TIDAK AKAN MAJU KARENA MASIH BANYAK YANG MENJABAT DARI ANGGOTA JOKOWI DAN MASIH MENERAPKAN SYSTEM BURUK JOKOWI

SAYA SANGAT SETUJU AGAR PERLUNYA TEGURAN AGAR BELIAU SADAR LANGKAH YANG DI TEMPUH ITU SALAH DAN BELIAU TIDAK PERLU TAKUT AKSN ANCAMAN JOKOWI JIKA MEMANG ADA UNSUR ANCAMAN DARI DIA",ini harus segera di periksa jokowi harus segera diperiksa akan keterangan atas kasus ini dan beberapa kasus lain yang telah menyebutkan namanya karena menyangkut bangsa dan negara kasus ijazahnya saja dia telah merusak kredibilitas semua bidang sebaiknya dalam menyelesaikan permasalahannya jangan melihat history siapa dia tapi dampak kerusakan dari permasalahannya dari kasus dia bisa diambil patokan jika ini tidak di proses berarti negara kita tidak akan maju karena masih banyak yang menjabat dari anggota jokowi dan masih menerapkan system buruk jokowi saya sangat setuju agar perlunya teguran agar beliau sadar langkah yang di tempuh itu salah dan beliau tidak perlu takut aksn ancaman jokowi jika memang ada unsur ancaman dari dia,negative,0
Wowo sama kayak pemimpin sebelumnya cuman berani nangkap koruptor yg tdk punya  jasa buat dia,wowo sama kayak pemimpin sebelumnya cuman berani nangkap koruptor yang tidak punya jasa buat dia,negative,0
Pejabat di negeri ini maling semua,pejabat di negeri ini maling semua,negative,0
"Oknum korupsi di whoosh harus diusut, biar dipidana, dipenjarakan, disita hasil korupsinya, biar tidak terjadi lagi korupsi2 di proyek lainnya, sebab korupsi menambah beban biaya proyek, masa rakyat disuruh bayar korupsinya si oknum koruptor ?",oknum korupsi di whoosh harus diusut biar dipidana dipenjarakan disita hasil korupsinya biar tidak terjadi lagi korupsi  di proyek lainnya sebab korupsi menambah beban biaya proyek masa rakyat disuruh bayar korupsinya si oknum koruptor,negative,0
HAHAHAHA SAYA TANGGUNGJAWAB,hahahaha saya tanggungjawab,neutral,1
Tidak percaya KPK Nepalkan saja,tidak percaya kpk nepalkan saja,negative,0
"Saya takut Allah menurunkan adzan yg besaarr di negri indonesia ini, akibat uulah2 orang yang serakah",saya takut allah menurunkan adzan yang besaarr di negri indonesia ini akibat uulah  orang yang serakah,neutral,1
Pejabat maling rakyat mlarat,pejabat maling rakyat mlarat,negative,0
Jokowi sebelum tahun 2025 harus dikirim ke nusakambangan ingat otu,jokowi sebelum tahun   harus dikirim ke nusakambangan ingat otu,negative,0
"Berani bener bapak ini,,, semoga baik baik saja pak",berani bener bapak ini semoga baik baik saja pak,neutral,1
ihazah   jokowi   gak   usah   di pikir    Korupsinya    aja    dah   tangkap,ihazah jokowi tidak usah di pikir korupsinya saja sudah tangkap,negative,0
"Gila ,Usut Sampai Tuntas.",gila usut sampai tuntas,negative,0
"MALING DI INDONESIA SEKARANG MENJADI PEJABAT,MENGALAHKAN HARGA DIRI MALING AYAM 😅😅😅",maling di indonesia sekarang menjadi pejabat mengalahkan harga diri maling ayam,negative,0
"Jokowi dan kroni nya bekerja sama 10thn untuk mengkorupsi kekayaan negara...sehingga semua lawan nya akan kalah...namun harus di ingat bahwa kekuasaan ,kejahatan ,,Akan ada akhirnya...sekarang tinggal kita dan siapa yang akan di berikan kekuatan untuk mengubah dan mengadili Jokowi dan kroni nya",jokowi dan kroni nya bekerja sama  thn untuk mengkorupsi kekayaan negara sehingga semua lawan nya akan kalah namun harus di ingat bahwa kekuasaan kejahatan akan ada akhirnya sekarang tinggal kita dan siapa yang akan di berikan kekuatan untuk mengubah dan mengadili jokowi dan kroni nya,negative,0
Sudah ada sinyal  korupsi 500 triliyun tapi aparat hukum kpk & jaksa agung tdk berani usut korupsi  tsb.,sudah ada sinyal korupsi   triliyun tapi aparat hukum kpk jaksa agung tidak berani usut korupsi tsb,negative,0
"Berrti indonesia miskin hutang banyak buat bangunanan hutang hasil negara masuk perut  tikus ""tikus berdasi mga aja perut nya kenyang kekenyangan uang haram perut nya biar besar selamanya",berrti indonesia miskin hutang banyak buat bangunanan hutang hasil negara masuk perut tikus tikus berdasi mga saja perut nya kenyang kekenyangan uang haram perut nya biar besar selamanya,negative,0
Keren Ubaedilah. konsisten dan aktif melihat peneyelewengan/korupsi yang terjadi.,keren ubaedilah konsisten dan aktif melihat peneyelewengan korupsi yang terjadi,positive,2
Tangkap adili dan hukum.,tangkap adili dan hukum,negative,0
Sayang pak purbaya kalo gak di dukung....padahal lambat laun udh bisa membuka kedok2 para oligarki yg bermain di negeri ini..yg mencuri uang negara...yg selama ini susah utk membongkar nya....,sayang pak purbaya kalau tidak di dukung padahal lambat laun sudah bisa membuka kedok  para oligarki yang bermain di negeri ini yang mencuri uang negara yang selama ini susah untuk membongkar nya,negative,0
Ribuan Triliun kali yang di.korupsi,ribuan triliun kali yang di korupsi,negative,0
"Berani jujur hebat,...di tengah negara...yg pejabatnya mayoritas maling uang rakyat...lanjutkan perjuangan pak ubadilah",berani jujur hebat di tengah negara yang pejabatnya mayoritas maling uang rakyat lanjutkan perjuangan pak ubadilah,positive,2
510 T kalau OMON omon mau di percaya harus bisa tangkep,  t kalau omon omon mau di percaya harus bisa tangkep,neutral,1
Saya juga sdh tidak percaya KPK,saya juga sudah tidak percaya kpk,neutral,1
Jangan pilih OMON omon lagi,jangan pilih omon omon lagi,neutral,1
"Saya duga juga seperti itu pasti korupsi terbesar sepanjang sejarah di Indonesia berdiri, SUNGGUH MIRIS",saya duga juga seperti itu pasti korupsi terbesar sepanjang sejarah di indonesia berdiri sungguh miris,negative,0
"Mantan residen kita rupax koruptor kelas iblis, dmn2 menyangkut koruptor selalu ada namax dan kebagian jatah...",mantan residen kita rupax koruptor kelas iblis dmn  menyangkut koruptor selalu ada namax dan kebagian jatah,negative,0
"Bangga utang x rakyat kecil g sanggup naik woosh bnyk yg LBH ptg, KPK g mungkin pro jkw itu",bangga utang x rakyat kecil g sanggup naik woosh bnyk yang lbh ptg kpk g mungkin pro jkw itu,negative,0
Ga rela apbn buat bayar woosh...adili jokowir,tidak rela apbn buat bayar woosh adili jokowir,negative,0
Pasukan orang gila,pasukan orang gila,neutral,1
NKRI kita sdh di Gadai sama Mulyono,nkri kita sudah di gadai sama mulyono,negative,0
"Saya merasa sesak mendengar pernyataan Prabowo,mengatasnamakan,",saya merasa sesak mendengar pernyataan prabowo mengatasnamakan,neutral,1
Sudah seharusnya rakyat dan mahasiswa geruduk KPK,sudah seharusnya rakyat dan mahasiswa geruduk kpk,negative,0
Kekuasaan yg dhasilkan dri berbagai cara demi tujuan akan menghasilkan kebohongan   Pertamina timah. Nikel laut dll  yg ditangkap cuma tikus rumah yg kecil tikus got aman saja....,kekuasaan yang dhasilkan dri berbagai cara demi tujuan akan menghasilkan kebohongan pertamina timah nikel laut dll yang ditangkap cuma tikus rumah yang kecil tikus got aman saja,negative,0
"Klu pun itu ada koropsi hrs di urus dan bila perlu di miskin kan kyk kita biar tau rasa,gmn jadi rang krg mampu,usut tuntas pak Prabowo jgn kendor ,jgn pandang walaupun anak y jadi pendamping mu",kalau pun itu ada koropsi hrs di urus dan bila perlu di miskin kan kyk kita biar tau rasa gmn jadi rang krg mampu usut tuntas pak prabowo jgn kendor jgn pandang walaupun anak ya jadi pendamping mu,negative,0
Pencerahan yg sangat bagus  dari Pak Ubedilah badrun,pencerahan yang sangat bagus dari pak ubedilah badrun,neutral,1
"Mana Pak Prabowo, tinggal diusut",mana pak prabowo tinggal diusut,negative,0
"Duuh..ngeri amat nih rakyat Indonesia ,bagaimana kelanjutan kehidupannya..keterlaluan banget Jokowi ..apa yang bisa dia bayar ke rakyat Indonesia.",duuh ngeri amat nih rakyat indonesia bagaimana kelanjutan kehidupannya keterlaluan banget jokowi apa yang bisa dia bayar ke rakyat indonesia,negative,0
"tanggung jawab cuma 5thn, selanjutnya gimana?",tanggung jawab cuma  thn selanjutnya gimana,neutral,1
Selama omon omon masih tunduk sama Mulyono sampe kiamat pun ga bakal d usut 😂😂😂😂,selama omon omon masih tunduk sama mulyono sampe kiamat pun tidak bakal d usut,negative,0
"Wes...wes...kyk e rakyat yang harus bertindak,,bajiangn..bajiangan negara sudah menganggap rakyat tidak ada",wes wes kyk e rakyat yang harus bertindak bajiangn bajiangan negara sudah menganggap rakyat tidak ada,negative,0
"Itu dari PSN saja. Jokowi itu korupsi dari BUMN, IKN,kereta,tambang selundupan,tambang yg dijual ke cina,dll. Mencapai ratusan ribu trilyun.",itu dari psn saja jokowi itu korupsi dari bumn ikn kereta tambang selundupan tambang yang dijual ke cina dll mencapai ratusan ribu trilyun,negative,0
BNR Pak KPK SDH BISA DIPERCAYA KINERJANYA,bnr pak kpk sudah bisa dipercaya kinerjanya,neutral,1
Masya Allah😢😢😢😢😢😢😢..!! Miriiiis😢😢😢😢..!,masya allah miriis,negative,0
Kalau begitu kekayaan Jokowi kekaannya ratusan triliun,kalau begitu kekayaan jokowi kekaannya ratusan triliun,neutral,1
ya penipu jaga maling lagi pimpinan terbobrok.,ya penipu jaga maling lagi pimpinan terbobrok,negative,0
Dugaan korupsi bisa dibuktikan gak dokumentasi nya ? Kalau gak bisa salah2 jadi pencemaran nama baik..dan bisa dituntut balik lebih besar lho.. hati-hati...,dugaan korupsi bisa dibuktikan tidak dokumentasi nya kalau tidak bisa salah  jadi pencemaran nama baik dan bisa dituntut balik lebih besar lho hati hati,positive,2
Tidak tertarik looo,tidak tertarik loo,neutral,1
Hasbunallah wani'mal wakiil Ya Allah lindungilah bangsa dan negara kami dari para pemimpin dan orang orang dzalim berikan lah kami para pemimpin yg amanah jujur cerdas dan sayang sama rakyat nya 🤲 lekas lah pulih negeriku 🇲🇨😢,hasbunallah wani mal wakiil ya allah lindungilah bangsa dan negara kami dari para pemimpin dan orang orang dzalim berikan lah kami para pemimpin yang amanah jujur cerdas dan sayang sama rakyat nya lekas lah pulih negeriku,negative,0
"Jokowi udah kaya raya,selidiki asal usul duit nya datang dari mana.",jokowi sudah kaya raya selidiki asal usul duit nya datang dari mana,negative,0
Maling korup kok jadi hopeng...haduuhhh...bahahahaha ..,maling korup kok jadi hopeng haduuhh bahahahaha,negative,0
"Usut,.bongkar korupsi d proyek  whooosh pak,.president jgn hanya omon2 mau Brantas koruptor smpai ke antartika,.di depan mata aja tdk mampu,.hadeee negara lucu lucu",usut bongkar korupsi d proyek whoosh pak president jgn hanya omon  mau brantas koruptor smpai ke antartika di depan mata saja tidak mampu hadee negara lucu lucu,negative,0
"SUDAAH LAH TANGKAP SAJA KASIHAN RAKYAT INDONESIA YANG JADI KORBAN, IYA JIKOWI ENAK BANYAK HARTANYA TRIUNAN RAKYATNYA SAKIT SEMUA,",sudaah lah tangkap saja kasihan rakyat indonesia yang jadi korban iya jikowi enak banyak hartanya triunan rakyatnya sakit semua,negative,0
"Menutupi kebusukan seseorang berarti orang yg menutupi itu sama "" busuk bahkan lebih busuk dari yg ditutupi",menutupi kebusukan seseorang berarti orang yang menutupi itu sama busuk bahkan lebih busuk dari yang ditutupi,negative,0
GARA2 JIKOWI NEGARA INI ISINYA MALING SEMUA😂😂😂,gara  jikowi negara ini isinya maling semua,negative,0
"Pokoknya selama pemerintahan Pa Prabowo, Jokowi dan keroni2nya aman alias tenang tenang saja dan Hukum hanya tajam kebawah tp tumpul ke atas Insya Allah apa apa yg disampaikan Prabowo omon2 semua. Alias dusta semua !!! KPK hanya berani usut org kecil",pokoknya selama pemerintahan pa prabowo jokowi dan keroni nya aman alias tenang tenang saja dan hukum hanya tajam kebawah tapi tumpul ke atas insya allah apa apa yang disampaikan prabowo omon  semua alias dusta semua kpk hanya berani usut org kecil,negative,0
Tak apa apa klo i ni di abaekn bpk peresiden tpi klo ini tk bener benr  di tegk kn sy semakin percaya dn ahlul yakin tentang ramaln jakar ta akn tenggelm itu insyaaloh,tidak apa apa kalau i ni di abaekn bpk peresiden tpi kalau ini tk bener benr di tegk kn saya semakin percaya dn ahlul yakin tentang ramaln jakar ta akn tenggelm itu insyaaloh,negative,0
asbun tanpa bukti gmn dong ini.. bawa bukti minimal kaya roysuryo di tampilin buktinya walaupun salah,asbun tanpa bukti gmn dong ini bawa bukti minimal kaya roysuryo di tampilin buktinya walaupun salah,neutral,1
Salam akal sehat,salam akal sehat,neutral,1
"Bennar pak Ubaidillah,, negra ini betul betul rusak, berjuanglah pak wahai kalian yg punya skil,dan kekuatan, bersatulah,negara kita seperti tanah tandus yg pnuh retak,gersang,",bennar pak ubaidillah negra ini betul betul rusak berjuanglah pak wahai kalian yang punya skil dan kekuatan bersatulah negara kita seperti tanah tandus yang pnuh retak gersang,negative,0
"Secepatnya di telusuri,!!",secepatnya di telusuri,neutral,1
Hai Prabowo  opini  ini  dengarkanlah  kenapa Prabowo asih membela Jokowi  baca dan dengarlah ini .,hai prabowo opini ini dengarkanlah kenapa prabowo asih membela jokowi baca dan dengarlah ini,negative,0
Negeri konoha korup2 di pelihara,negeri konoha korup  di pelihara,negative,0
ini calon yg bakal dipenjarain pasukan mafia hukum PKI juga😂,ini calon yang bakal dipenjarain pasukan mafia hukum pki juga,neutral,1
Ini liat full nya dmna ya,ini liat full nya dmna ya,neutral,1
"Syirik luh didu,seneng bngt klo prabowo ma jokowi ribut,si didu berharap prabowo renggang dng jokowi biar di kasih jabatan",syirik luh didu seneng banget kalau prabowo ma jokowi ribut si didu berharap prabowo renggang dng jokowi biar di kasih jabatan,neutral,1
Lanjutkan perjuangamu pak saididu dan kwan2 untuk mengkritisi prabowo dan membongkar kejahatan 10 tahun jokowi,lanjutkan perjuangamu pak saididu dan kwan  untuk mengkritisi prabowo dan membongkar kejahatan   tahun jokowi,neutral,1
Sistem demokrasi di ambang kehancuran karena tidak bisa menjamin kesejahteraan umat saatnya umat bersuara ganti sistem yg bisa menjamin kesejahteraan umat yaitu sistem dari illahi,sistem demokrasi di ambang kehancuran karena tidak bisa menjamin kesejahteraan umat saatnya umat bersuara ganti sistem yang bisa menjamin kesejahteraan umat yaitu sistem dari illahi,neutral,1
Purbaya harapan.. Purbaya di bungkam... 💔💔💔💔💔,purbaya harapan purbaya di bungkam,neutral,1
Saya juga kaget kasusnya ngga di urus hutangnya di tanggung jawab harusnya di sita dulu korupsinya baru bayar,saya juga kaget kasusnya tidak di urus hutangnya di tanggung jawab harusnya di sita dulu korupsinya baru bayar,negative,0
Ngk usah ngoceh saudara dung.. al kontribusimu untuk indonesia..,ngk usah ngoceh saudara dung al kontribusimu untuk indonesia,neutral,1
"Fix kecewa dengan Wowo. Tajam ke bawah sangat tumpul ke atas .

Sejarah besar bangsa ini",fix kecewa dengan wowo tajam ke bawah sangat tumpul ke atas sejarah besar bangsa ini,neutral,1
ternyata oo ternyata...😢,ternyata oo ternyata,neutral,1
Utang whoos di bayar dari uang Pajak rakyat. Naikan Pajak setinggi2nya bila perlu peras rakyat demi jokowi,utang whoos di bayar dari uang pajak rakyat naikan pajak setinggi nya bila perlu peras rakyat demi jokowi,negative,0
Pada kmana DPR pada diam,pada kmana dpr pada diam,neutral,1
"Tuman tiba tiba mati miknya,, dasar propokator",tuman tiba tiba mati miknya dasar propokator,neutral,1
"Hsi  said difok jo udsh tua ninggu matinya  onssp lho kl. Lho mati  sejahok aoa lun. Ljo tetap di mskan Cakcing berhrnti lah dsn sadarkan hsti mu yg  dakit hati  nuksn otsk mu yg salah tspi itsk mu udsh otsk ninatsng
. Matinlho padyi bertobstlsh",hsi said difok jo udsh tua ninggu matinya onssp lho kalau lho mati sejahok aoa lun ljo tetap di mskan cakcing berhrnti lah dsn sadarkan hsti mu yang dakit hati nuksn otsk mu yang salah tspi itsk mu udsh otsk ninatsng matinlho padyi bertobstlsh,neutral,1
Sahabat karib punya jasa,sahabat karib punya jasa,neutral,1
Seperti tidak tahu saja siapa Said Didu .... ?  Apa & Siapa dia di Copot dari Sekretaris BUMN Karena bermasalah. !,seperti tidak tahu saja siapa said didu apa siapa dia di copot dari sekretaris bumn karena bermasalah,neutral,1
"No  omment,,prabowo arah nya kmn",no omment prabowo arah nya kmn,neutral,1
"Masyarakat RI  sependapat  bahwa proyek Whoose ini malah dijadikan ancar² untuk disisihkannya & di disiapkan  Dana untuk Kampanye nya kemren calon RI  1 & 2, apa sih yg gk bisa & gk mungkin terjadi & di lakukan di Negara RI/Konoha ini... ini kan bisa aja cari aman' ksian Pk Menteri nya' mendingan Mundur Pk sebagai Mentei' gk kan bener ni Negara' mau gonta-ganti kepala negara pun sama aja gk kan bener sia-sia n buang energi..😏",masyarakat ri sependapat bahwa proyek whoose ini malah dijadikan ancar  untuk disisihkannya di disiapkan dana untuk kampanye nya kemren calon ri     apa sih yang tidak bisa tidak mungkin terjadi di lakukan di negara ri konoha ini ini kan bisa saja cari aman ksian pk menteri nya mendingan mundur pk sebagai mentei tidak kan bener ni negara mau gonta ganti kepala negara pun sama saja tidak kan bener sia sia n buang energi,negative,0
Tinggal tunggu bubarnya aj,tinggal tunggu bubarnya aj,neutral,1
Jokowi Luhut tanggung jawab,jokowi luhut tanggung jawab,negative,0
Kata Gus Dur Prabowo paling ihkas😂😂😂,kata gus dur prabowo paling ihkas,neutral,1
JANGAN GANGGU JOKOWI KARENA PRABOWO PASANG BADAN KARENA MASALAH PRABOWO JOKOWI JUGA TAU 🤣,jangan ganggu jokowi karena prabowo pasang badan karena masalah prabowo jokowi juga tau,negative,0
MACAN ASIA jadi meong Asia,macan asia jadi meong asia,neutral,1
"NEGARA INI BENAR2 KRISIS KETELADANAN SEORANG PEMIMPIN. PEMIMPIN YANG DI AWAL2 BILANG MUSNAHKAN KORUPSI, TIBA2 MELINDUNGI KORUPTOR. Negeri ini tak ada keteladanan dari pemimpin!",negara ini benar  krisis keteladanan seorang pemimpin pemimpin yang di awal  bilang musnahkan korupsi tiba  melindungi koruptor negeri ini tidak ada keteladanan dari pemimpin,negative,0
"Kunjungan jkw ke istana pulangnya bawa kemenangan.Urusan kcic beres urusan roisuryo dkk beres. Jadi kalo Wowo bilangdirinya bukan boneka jkw, tinggal kita.yg berpikir benar tidaknya kata2 Prabowo.",kunjungan jkw ke istana pulangnya bawa kemenangan urusan kcic beres urusan roisuryo dkk beres jadi kalau wowo bilangdirinya bukan boneka jkw tinggal kita yang berpikir benar tidaknya kata  prabowo,neutral,1
Aku gak kaget...jadi ingat kata Said didu kalau Prabowo mau sikat warisan menteri Jokowi aku ketawa aja.. terbukti tidak terbukti.,aku tidak kaget jadi ingat kata said didu kalau prabowo mau sikat warisan menteri jokowi aku ketawa saja terbukti tidak terbukti,negative,0
Lah kan wowo balas jasa ke wiwi..cuocok,lah kan wowo balas jasa ke wiwi cuocok,negative,0
memalukan pemimpin negara ini,memalukan pemimpin negara ini,negative,0
"Undang2 perampasan aset udah ga bakalan d teruskan soalnya bowonya dah merapat lagi ke mulyono,semakin hari semakin ambyar",undang  perampasan aset sudah tidak bakalan d teruskan soalnya bowonya sudah merapat lagi ke mulyono semakin hari semakin ambyar,negative,0
2 kasus besar mulai perlihatkan bagaimana hubungan prabowo dan jokowi...woosh dan ijazah atau dugaan korupsi yang melibatkan geng solo,  kasus besar mulai perlihatkan bagaimana hubungan prabowo dan jokowi woosh dan ijazah atau dugaan korupsi yang melibatkan geng solo,negative,0
Buanglah saya telah membuang fikiran saya untuk berharap pada Prabowo,buanglah saya telah membuang fikiran saya untuk berharap pada prabowo,negative,0
Prabowo sama dengan jokowi,prabowo sama dengan jokowi,negative,0
"Prabowo tdk punya pendirian usut trrs kereta whooss jelas merugikan negara, bnyk korupsi didlm whooss",prabowo tidak punya pendirian usut trrs kereta whooss jelas merugikan negara bnyk korupsi didlm whooss,negative,0
Betul pak dudung,betul pak dudung,neutral,1
Prabowo hopeng Jokowi. Menyakitkan mmg bahkan samgat mengrkspose diri spt itu didepan rakyat. Rasa sympati dan empathi spt sdh ngga ada lagi,prabowo hopeng jokowi menyakitkan mmg bahkan samgat mengrkspose diri spt itu didepan rakyat rasa sympati dan empathi spt sudah tidak ada lagi,negative,0
Ga brubah kalu proyik d ambil alih,tidak brubah kalu proyik d ambil alih,neutral,1
Banyak orang  yang merubah harapannya menjadi keyakinan,banyak orang yang merubah harapannya menjadi keyakinan,neutral,1
"Tidak usah kaget pak,dari awal juga sudah terlihat, anda saja yang terlalu berharap.",tidak usah kaget pak dari awal juga sudah terlihat anda saja yang terlalu berharap,negative,0
"Dia kan bilang tahun 2030 indonesia hancur,,sekarang udah mulai terasa,,",dia kan bilang tahun   indonesia hancur sekarang sudah mulai terasa,negative,0
"Makanya pilih pemimpin yng bela rakyat,,bukan yng bela kroni,,",makanya pilih pemimpin yng bela rakyat bukan yng bela kroni,negative,0
"Said didu bodoh, untuk menguasai teknologi selain perlu beli barangnya juga dikirim mahasiswa ke china. 10 tahun anak2 kita akan pinter. Buat sendiri kereta.",said didu bodoh untuk menguasai teknologi selain perlu beli barangnya juga dikirim mahasiswa ke china   tahun anak  kita akan pinter buat sendiri kereta,positive,2
Dimata dunia indo bagus di dalam nya satu persatu mau pisah  Aceh irian pengangguran banyak  mn aset tambang yg kaya belum terasa pa prabowo,dimata dunia indo bagus di dalam nya satu persatu mau pisah aceh irian pengangguran banyak mn aset tambang yang kaya belum terasa pa prabowo,negative,0
iman Prabowo tipis mungkin Jokowi pake ilmu hitam,iman prabowo tipis mungkin jokowi pake ilmu hitam,negative,0
"Tangkap koruptor whooss..
Mulyono hrs tanggungjawab atas kerugian ini",tangkap koruptor whooss mulyono hrs tanggungjawab atas kerugian ini,negative,0
Mereka hrs dibasmikan demi cita2 leluhur bangsa indonesia  sejatinya...,mereka hrs dibasmikan demi cita  leluhur bangsa indonesia sejatinya,negative,0
Ktn ini pak prabowo dgn pasang badan berarti pak prabowo mengajak perang dgn rakyatnya sendiri...,ktn ini pak prabowo dengan pasang badan berarti pak prabowo mengajak perang dengan rakyatnya sendiri,negative,0
